#Date,news pleasantness,news attention,news sensitivity,news aptitude,news polarity,Label
2016-03-11,40.763,15.404,24.463,41.395,42.54,1
2016-03-14,10.416,17.577,22.595,44.324,34.046,1
2016-03-15,14.325,16.093,15.065,18.527,18.871,1
2016-03-16,26.197,3.814,13.776,41.278,38.97,1
2016-03-17,14.421,22.868,14.101,39.127,28.561,1
2016-03-18,25.351,21.879,24.355,55.056,41.514,1
2016-03-21,26.603,11.308,14.745,30.988,30.97,1
2016-03-22,-9.993,4.983,29.039,-22.942,-17.744,0
2016-03-23,23.755,21.611,17.266,42.264,36.734,0
2016-03-24,12.835,-4.337,17.921,15.411,13.288,1
2016-03-28,41.924,24.119,17.667,43.611,44.864,1
2016-03-29,29.005,30.837,20.996,35.129,35.422,1
2016-03-30,28.827,20.375,17.28,76.469,54.213,1
2016-03-31,15.523,30.546,27.703,44.192,38.221,0
2016-04-01,46.459,32.809,33.545,67.3,63.387,1
2016-04-04,34.767,13.877,36.068,35.223,44.773,0
2016-04-05,50.261,19.629,41.687,60.227,62.489,0
2016-04-06,21.604,7.009,33.802,23.022,23.531,1
2016-04-07,24.859,12.747,32.675,21.565,29.428,0
2016-04-08,36.296,43.093,22.057,45.737,42.797,1
2016-04-11,39.155,22.691,32.036,39.192,43.986,0
2016-04-12,42.522,23.356,24.515,52.13,53.502,1
2016-04-13,41.766,-1.934,21.868,45.573,41.366,1
2016-04-14,48.281,8.802,18.582,61.542,62.287,1
2016-04-15,23.598,4.682,33.041,31.759,31.553,0
2016-04-18,19.567,2.564,22.254,44.133,40.075,1
2016-04-19,20.047,18.274,16.238,35.048,37.379,1
2016-04-20,17.944,4.125,4.063,43.907,34.091,1
2016-04-21,39.528,17.859,37.124,68.924,59.27,0
2016-04-22,28.98,8.272,21.528,29.057,30.016,1
2016-04-25,37.523,24.391,44.713,67.059,52.324,0
2016-04-26,9.15,17.608,18.867,32.216,24.152,1
2016-04-27,17.018,24.707,34.687,46.051,33.382,1
2016-04-28,46.883,14.31,24.129,47.328,52.687,0
2016-04-29,23.074,44.303,22.966,36.849,31.827,0
2016-05-02,13.289,2.108,28.046,27.941,21.54,1
2016-05-03,16.673,29.064,10.015,38.297,29.146,0
2016-05-04,-17.407,19.709,17.8,8.533,-1.71,0
2016-05-05,22.796,27.38,26.172,26.059,23.96,1
2016-05-06,30.26,16.418,16.342,31.667,27.104,1
2016-05-09,47.365,8.438,13.675,64.492,57.917,0
2016-05-10,5.991,20.881,15.066,23.152,16.845,1
2016-05-11,42.977,22.087,15.576,77.832,64.273,0
2016-05-12,34.639,19.848,13.586,45.017,44.518,1
2016-05-13,53.152,42.272,16.358,80.519,68.168,0
2016-05-16,46.567,17.66,6.191,62.29,57.709,1
2016-05-17,1.031,25.681,32.668,25.786,17.936,0
2016-05-18,28.793,20.567,19.017,57.488,49.386,0
2016-05-19,18.579,33.644,13.212,32.403,26.361,0
2016-05-20,33.087,16.733,15.911,42.843,39.909,1
2016-05-23,44.14,11.315,42.205,39.142,41.176,0
2016-05-24,27.528,35.246,39.802,59.507,46.218,1
2016-05-25,18.951,-12.793,37.294,40.212,29.875,1
2016-05-26,37.382,17.474,22.735,50.963,41.848,0
2016-05-27,20.543,-1.566,27.553,59.674,43.661,1
2016-05-31,31.237,12.722,32.443,58.234,51.852,0
2016-06-01,5.77,23.508,30.257,41.856,27.794,1
2016-06-02,29.748,22.599,6.546,37.992,37.258,1
2016-06-03,21.571,20.158,30.413,20.108,24.756,0
2016-06-06,30,49.53,23.457,40.206,41.775,1
2016-06-07,59.219,14.239,23.867,65.889,64.646,1
2016-06-08,31.826,42.983,18.864,43.097,44.225,1
2016-06-09,38.615,16.14,23.39,66.482,53.839,0
2016-06-10,16.135,34.433,34.761,63.626,42.852,0
2016-06-13,27.885,13.479,7.285,42.256,35.543,0
2016-06-14,22.711,17.044,32.924,47.044,39.481,0
2016-06-15,14.76,-7.386,32.373,38.03,27.642,0
2016-06-16,28.205,18.114,17.742,39.337,34.157,1
2016-06-17,46.648,4.829,6.024,33.583,39.07,0
2016-06-20,8.737,25.631,19.64,34.078,23.106,1
2016-06-21,55.683,10.541,12.067,78.229,65.661,1
2016-06-22,59.351,10.291,10.905,67.575,68.715,0
2016-06-23,51.466,11.77,9.04,36.577,46.636,1
2016-06-24,31.068,4.761,11.305,55.287,42.759,0
2016-06-27,35.209,6.358,4.361,64.006,45.563,0
2016-06-28,46.649,36.085,10.51,55.388,52.48,1
2016-06-29,32.786,10.869,12.147,34.259,31.153,1
2016-06-30,8.502,10.645,17.49,-3.931,5.755,1
2016-07-01,-4.242,16.496,31.751,24.012,5.456,1
